city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
berkeley,california,united states,37.87159,-122.27275,120972,San Francisco-Oakland-Fremont CA MSA,264,san jose-san francisco-oakland california msa
deerlijk,flanders,belgium,50.85337,3.35416,11292,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
halifax,nova scotia,canada,44.6464,-63.57291,359111,,4437,halifax-dartmouth nova scotia msa
luzern,lucerne,switzerland,47.05048,8.30635,81691,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
plantation,florida,united states,26.13421,-80.23184,92560,Miami-Fort Lauderdale-Pompano Beach FL MSA,817,miami-hialeah-fort lauderdale florida msa
bad kreuznach,rheinland pfalz,germany,49.8414,7.86713,43213,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
haryana,haryana,india,29.6161,76.9806,0,,3963,karnal haryana msa
molnlycke,vastra gotaland,sweden,57.65893,12.11792,17579,,61,gothenburg-goteborg-molndal vastra gotaland msa
flower mound,texas,united states,33.01457,-97.09696,71253,Dallas-Fort Worth-Arlington TX MSA,445,dallas-fort worth-arlington texas msa
sunderland,england,united kingdom,54.90465,-1.38222,335415,,1317,sunderland-newcastle upon tyne-middlesbrough england msa
taipei,taiwan,taiwan,25.04776,121.53185,7871900,,5784,taipei-banqiao taiwan-taipei msa
noblesville,indiana,united states,40.04559,-86.0086,59093,Indianapolis-Carmel IN MSA,1645,indianapolis-carmel-fishers indiana msa
ciudad apodaca,nuevo leon,mexico,25.78195,-100.18839,467157,,1871,monterrey-ciudad apodaca-san nicolas de los garza nuevo leon msa
santiago de surco,lima region,peru,-12.13588,-77.00742,251648,,710,lima-callao-santiago de surco lima-callao-lima region msa
pamplona,navarre,spain,42.81687,-1.64323,198491,,4054,pamplona navarre msa
treichville,abidjan,ivory coast,5.2881,-4.0063,0,,4510,abidjan abidjan msa
scarborough,england,united kingdom,54.27966,-0.40443,61749,,7665,scarborough england msa
sao jose dos campos,sao paulo,brazil,-23.17944,-45.88694,613764,,7666,sao jose dos campos sao paulo msa
drunen,noord brabant,netherlands,51.6833,5.1667,18355,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
gresy sur aix,auvergne rhone alpes,france,45.72311,5.92522,3380,,2966,chambery auvergne rhone alpes msa
bossier city,louisiana,united states,32.51599,-93.73212,68094,Shreveport-Bossier City LA MSA,7534,shreveport-bossier city louisiana msa
bombay,auckland,new zealand,-37.16667,174.98333,740,,111,auckland-manukau city-north shore auckland msa
bergen,vestland,norway,60.39299,5.32415,213585,,16,bergen vestland msa
mobile,alabama,united states,30.69436,-88.04305,194288,Mobile AL MSA,1723,mobile alabama msa
la habra,california,united states,33.93196,-117.94617,62131,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
stockport,england,united kingdom,53.40979,-2.15761,139052,,18,london-manchester-birstall england-manchester-leicester msa
eschborn,hesse,germany,50.14328,8.57111,21641,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
west springfield,massachusetts,united states,42.10704,-72.62037,27912,Springfield MA MSA,0,new york city-brooklyn-queens new york msa
noida,uttar pradesh,india,28.58,77.33,293908,,1754,delhi-najafgarh-ghaziabad delhi-uttar pradesh msa
indianapolis,indiana,united states,39.76838,-86.15804,887642,Indianapolis-Carmel IN MSA,1645,indianapolis-carmel-fishers indiana msa
jizan,jazan region,saudi arabia,16.88917,42.55111,105198,,4040,jazan-jizan jazan-jazan region msa
bengaluru,karnataka,india,12.97194,77.59369,8443675,,5833,bangalore-bengaluru-yelahanka karnataka msa
hassi messaoud,ouargla,algeria,31.68041,6.07286,53000,,7668,hassi messaoud ouargla msa
lille,hauts de france,france,50.63297,3.05858,228328,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
montreal,quebec,canada,45.50884,-73.58781,1600000,,50,montreal-laval-longueuil quebec msa
miami,florida,united states,25.77427,-80.19366,441003,Miami-Fort Lauderdale-Pompano Beach FL MSA,817,miami-hialeah-fort lauderdale florida msa
accra,greater accra,ghana,5.55602,-0.1969,1963264,,3586,accra greater accra msa
kanchipuram,tamil nadu,india,12.83515,79.70006,221715,,7669,kanchipuram tamil nadu msa
skopje,grad skopje,north macedonia,41.99646,21.43141,474889,,7670,skopje grad skopje msa
mount laurel,new jersey,united states,39.934,-74.891,41864,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
liverpool,england,united kingdom,53.41058,-2.97794,864122,,18,london-manchester-birstall england-manchester-leicester msa
bowie,maryland,united states,38.94278,-76.73028,58025,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
charleston,south carolina,united states,32.77657,-79.93092,132609,Charleston-North Charleston SC MSA,1926,charleston-north charleston-mount pleasant south carolina msa
southampton,england,united kingdom,50.90395,-1.40428,246201,,18,london-manchester-birstall england-manchester-leicester msa
everett,washington,united states,47.97898,-122.20208,108010,Seattle-Tacoma-Bellevue WA MSA,242,seattle-tacoma-bellevue washington msa
ningbo,zhejiang,china,29.87819,121.54945,3731203,,7672,ningbo zhejiang msa
marlton,new jersey,united states,39.89122,-74.92183,10133,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
boulogne billancourt,ile de france,france,48.83545,2.24128,108782,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
kingston upon thames,england,united kingdom,51.41259,-0.2974,10001,,18,london-manchester-birstall england-manchester-leicester msa
oceanside,california,united states,33.19587,-117.37948,175691,San Diego-Carlsbad-San Marcos CA MSA,2146,san diego-tijuana-chula vista california-baja california msa
zwolle,overijssel,netherlands,52.5125,6.09444,111805,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
eppingen,baden wurttemberg,germany,49.13645,8.91229,21179,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
sorocaba,sao paulo,brazil,-23.50167,-47.45806,558862,,7145,sorocaba-votorantim sao paulo msa
regensburg,bavaria,germany,49.01513,12.10161,129151,,1195,regensburg bavaria msa
haaren,north brabant,netherlands,51.6025,5.22222,3835,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
salem,new hampshire,united states,42.78842,-71.20089,29549,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
uxbridge,england,united kingdom,51.5489,-0.48211,70000,,18,london-manchester-birstall england-manchester-leicester msa
renton,washington,united states,47.48288,-122.21707,100242,Seattle-Tacoma-Bellevue WA MSA,242,seattle-tacoma-bellevue washington msa
overland park,kansas,united states,38.98223,-94.67079,186515,Kansas City MO-KS MSA,1070,kansas city-overland park-kansas city missouri-kansas msa
bellevue,washington,united states,47.61038,-122.20068,139820,Seattle-Tacoma-Bellevue WA MSA,242,seattle-tacoma-bellevue washington msa
ciudad juarez,chihuahua,mexico,31.72024,-106.46084,1321004,,4373,ciudad juarez-el paso chihuahua-texas msa
barueri,sao paulo,brazil,-23.51056,-46.87611,251994,,1230,guarulhos-campinas-sao bernardo do campo sao paulo msa
nanterre,ile de france,france,48.89198,2.20675,86719,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
bryan,texas,united states,30.67436,-96.36996,82118,College Station-Bryan TX MSA,7610,college station-bryan texas msa
kassel,hesse,germany,51.31667,9.5,194501,,1867,kassel hesse msa
saint brieuc,brittany,france,48.51513,-2.76838,52774,,1196,saint brieuc brittany msa
dourados,mato grosso do sul,brazil,-22.22111,-54.80556,162202,,7673,dourados mato grosso do sul msa
monterrey,nuevo leon,mexico,25.67507,-100.31847,1135512,,1871,monterrey-ciudad apodaca-san nicolas de los garza nuevo leon msa
mount lebanon,pennsylvania,united states,40.35535,-80.0495,32730,,231,pittsburgh pennsylvania msa
newport,kentucky,united states,39.09145,-84.49578,15354,Cincinnati-Middletown OH-KY-IN MSA,153,cincinnati-dayton-hamilton ohio msa
bath,england,united kingdom,51.3751,-2.36172,94782,,18,london-manchester-birstall england-manchester-leicester msa
lakewood,california,united states,33.85363,-118.13396,81611,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
kungsangen,stockholm,sweden,59.47857,17.74834,10151,,56,stockholm-uppsala-sollentuna stockholm-uppsala msa
linhares,espirito santo,brazil,-19.39111,-40.07222,105075,,7675,linhares espirito santo msa
richmond hill,ontario,canada,43.87111,-79.43725,195022,,23,toronto-markham-vaughan ontario msa
north canton,ohio,united states,40.87589,-81.40234,17441,Canton-Massillon OH MSA,1,cleveland-akron-parma ohio msa
moncton,new brunswick,canada,46.09454,-64.7965,108620,,3936,moncton new brunswick msa
jyvaskyla,central finland,finland,62.24147,25.72088,85026,,129,jyvaskyla central finland msa
costa mesa,california,united states,33.64113,-117.91867,113204,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
warwick,england,united kingdom,52.28333,-1.58333,24040,,18,london-manchester-birstall england-manchester-leicester msa
carlsbad,california,united states,33.15809,-117.35059,114746,San Diego-Carlsbad-San Marcos CA MSA,2146,san diego-tijuana-chula vista california-baja california msa
east palo alto,california,united states,37.46883,-122.14108,29662,,264,san jose-san francisco-oakland california msa
seremban,negeri sembilan,malaysia,2.7297,101.9381,372917,,7678,seremban negeri sembilan msa
mesa,arizona,united states,33.42227,-111.82264,471825,Phoenix-Mesa-Scottsdale AZ MSA,612,phoenix-mesa-chandler arizona msa
alhambra,california,united states,34.09529,-118.12701,85551,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
danmark,uppsala,sweden,59.83376,17.747,453,,56,stockholm-uppsala-sollentuna stockholm-uppsala msa
mulhouse,grand est,france,47.75205,7.32866,111430,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
freeport,new york,united states,40.6576,-73.58318,43334,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
vitoria gasteiz,basque country,spain,42.85,-2.6833,253996,,7680,vitoria gasteiz basque country msa
new cairo,cairo,egypt,30.03,31.47,313139,,7681,new cairo cairo msa
suzhou,jiangsu,china,31.30408,120.59538,6715559,,7682,suzhou jiangsu msa
rybnik,silesia,poland,50.09713,18.54179,142510,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
potenza,basilicate,italy,40.64175,15.80794,56433,,7685,potenza basilicate msa
baytown,texas,united states,29.7355,-94.97743,76335,Houston-Sugar Land-Baytown TX MSA,1010,houston-pasadena-pearland texas msa
amiens,hauts de france,france,49.9,2.3,143086,,760,amiens hauts de france msa
al ahmadi,al ahmadi,kuwait,29.07694,48.08389,637411,,7687,al ahmadi al ahmadi msa
sialkot,punjab,pakistan,32.49268,74.53134,477396,,7689,sialkot punjab msa
srikakulam,andhra pradesh,india,18.2989,83.89751,118299,,7690,srikakulam andhra pradesh msa
nicholasville,kentucky,united states,37.88063,-84.573,29754,Lexington-Fayette KY MSA,4721,lexington kentucky msa
santa maria,california,united states,34.95303,-120.43572,105093,Santa Barbara-Santa Maria-Goleta CA MSA,239,santa maria california msa
sangrur,punjab,india,30.24506,75.84488,88615,,7692,sangrur punjab msa
kloten,zurich,switzerland,47.45152,8.58491,16289,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
gliwice,silesia,poland,50.29761,18.67658,198835,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
swietochłowice,silesia,poland,50.29636,18.91726,55600,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
mooresville,north carolina,united states,35.58486,-80.81007,36009,NC NONMETROPOLITAN AREA,1641,huntersville north carolina msa
terni,umbria,italy,42.56335,12.64329,97050,,1381,terni umbria msa
uithoorn,north holland,netherlands,52.2375,4.82639,26846,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
la porte,texas,united states,29.66578,-95.01937,35148,Houston-Sugar Land-Baytown TX MSA,1010,houston-pasadena-pearland texas msa
borne,overijssel,netherlands,52.30136,6.7482,20550,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
preston,england,united kingdom,53.76282,-2.70452,313332,,18,london-manchester-birstall england-manchester-leicester msa
stavanger,rogaland,norway,58.97005,5.73332,121610,,1042,stavanger-sandnes rogaland msa
geneva,geneve,switzerland,46.2,6.15,201818,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
trento,trentino alto adige,italy,46.06787,11.12108,80425,,310,trento trentino alto adige msa
tianjin,tianjin,china,39.14222,117.17667,11090314,,7693,tianjin tianjin msa
hoofddorp,north holland,netherlands,52.3025,4.68889,132734,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
wolverhampton,england,united kingdom,52.58547,-2.12296,252791,,18,london-manchester-birstall england-manchester-leicester msa
drammen,viken,norway,59.74389,10.20449,90722,,132,oslo-drammen oslo-viken msa
buena park,california,united states,33.86751,-117.99812,83270,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
villa maria,cordoba,argentina,-32.40751,-63.24016,92453,,7694,villa maria cordoba msa
ciudad victoria,tamaulipas,mexico,23.74174,-99.14599,305155,,7696,ciudad victoria tamaulipas msa
neuilly sur seine,ile de france,france,48.8846,2.26965,61300,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
waterloo,ontario,canada,43.4668,-80.51639,104986,,2882,kitchener-cambridge-waterloo ontario msa
hingham,massachusetts,united states,42.24177,-70.88977,5650,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
paisley,scotland,united kingdom,55.83173,-4.43254,76220,,10,glasgow-edinburgh-dundee scotland msa
falls church,virginia,united states,38.88233,-77.17109,13892,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
kosice,kosicky kraj,slovakia,48.71395,21.25808,236563,,7698,kosice kosicky kraj msa
swedesboro,new jersey,united states,39.74761,-75.31047,2613,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
zhengzhou,henan,china,34.75778,113.64861,4253913,,7699,zhengzhou henan msa
menlo park,california,united states,37.45383,-122.18219,33449,San Francisco-Oakland-Fremont CA MSA,264,san jose-san francisco-oakland california msa
pavia,lombardy,italy,45.19205,9.15917,65734,,22,milan-verona-padova lombardy-veneto msa
anchorage,alaska,united states,61.21806,-149.90028,298695,Anchorage AK MSA,7700,anchorage alaska msa
lewiston,maine,united states,44.10035,-70.21478,36202,Lewiston-Auburn ME MSA,79,boston-south boston-worcester massachusetts msa
belmont,north carolina,united states,35.24292,-81.0373,10533,Charlotte-Gastonia-Concord NC-SC MSA,732,gastonia-rock hill north carolina-south carolina msa
arvada,colorado,united states,39.80276,-105.08748,115368,Denver-Aurora CO MSA,575,denver-aurora-lakewood colorado msa
granollers,catalonia,spain,41.60797,2.28773,60981,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
managua,managua,nicaragua,12.13282,-86.2504,973087,,7701,managua managua msa
kelaniya,western,sri lanka,6.9553,79.922,28846,,451,colombo-dehiwala mount lavinia-maharagama western msa
porto,porto,portugal,41.14961,-8.61099,249633,,323,porto-vila nova de gaia-felgueiras porto msa
stains,ile de france,france,48.95,2.38333,32601,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
calistoga,california,united states,38.5788,-122.57971,5330,Napa CA MSA,264,san jose-san francisco-oakland california msa
gdynia,pomerania,poland,54.51889,18.53188,244969,,2129,gdansk-gdynia pomerania msa
conselheiro lafaiete,minas gerais,brazil,-20.66028,-43.78611,111596,,7702,conselheiro lafaiete minas gerais msa
san bernardo,santiago metropolitan,chile,-33.59217,-70.6996,249858,,39,santiago-santiago-puente alto region metropolitana-santiago metropolitan msa
glen allen,virginia,united states,37.66598,-77.50637,14774,Richmond VA MSA,1408,richmond virginia msa
oldsmar,florida,united states,28.03418,-82.6651,14170,Tampa-St. Petersburg-Clearwater FL,634,st petersburg-clearwater-largo florida msa
kalamazoo,michigan,united states,42.29171,-85.58723,76041,Kalamazoo-Portage MI MSA,918,kalamazoo michigan msa
barra mansa,rio de janeiro,brazil,-22.54417,-44.17139,164052,,7379,volta redonda-barra mansa rio de janeiro msa
macclesfield,england,united kingdom,53.26023,-2.12564,63954,,18,london-manchester-birstall england-manchester-leicester msa
