,city,state,country,latitude,longitude,population,msa
21971,blue springs,missouri,united states,39.01695,-94.28161,54148,Kansas City MO-KS MSA
21972,sucre,chuquisaca,bolivia,-19.03332,-65.26274,224838,
21973,mundolsheim,grand est,france,48.64215,7.71378,5572,
21974,wetzlar,hesse,germany,50.56109,8.50495,52656,
21975,chiclayo,lambayeque,peru,-6.77137,-79.84088,577375,
21976,roodepoort,gauteng,south africa,-26.1625,27.8725,326416,
21977,palatine,illinois,united states,42.1103,-88.03424,69308,Chicago-Naperville-Joliet IL-IN-WI MSA
21978,doral,florida,united states,25.81954,-80.35533,75874,
21979,vilvoorde,flanders,belgium,50.92814,4.42938,36955,
21980,harlingen,texas,united states,26.19063,-97.6961,65774,Brownsville-Harlingen TX MSA
21981,fanwood,new jersey,united states,40.64094,-74.38348,7651,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
21982,al minya,minya,egypt,28.09193,30.75813,283605,
21983,skipton,england,united kingdom,53.96144,-2.01676,14623,
21984,verberie,hauts de france,france,49.31115,2.7321,3417,
21985,sassenheim,south holland,netherlands,52.225,4.52222,15510,
21986,claymont,delaware,united states,39.80067,-75.45964,8253,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
21987,runcorn,england,united kingdom,53.34174,-2.73124,62872,
21988,iowa falls,iowa,united states,42.52248,-93.25131,5195,IA NONMETROPOLITAN AREA
21990,coppell,texas,united states,32.95457,-97.01501,41159,Dallas-Fort Worth-Arlington TX MSA
21991,saint helena,california,united states,38.50519,-122.47026,5814,Napa CA MSA
21992,cranfield,england,united kingdom,52.06869,-0.60884,5369,
21993,sedona,arizona,united states,34.86974,-111.76099,10388,Flagstaff AZ MSA
21994,chatham,england,united kingdom,51.37891,0.52786,75509,
21995,trelleborg,skane,sweden,55.37514,13.15691,29316,
21996,hessle,east riding of yorkshire,united kingdom,53.7239,-0.4319,15000,
21999,lee s summit,missouri,united states,38.91084,-94.38217,95094,Hot Springs AR MSA
22000,south san francisco,california,united states,37.65466,-122.40775,67271,San Francisco-Oakland-Fremont CA MSA
22001,fort bragg,california,united states,39.44572,-123.80529,7289,CA NONMETROPOLITAN AREA
22002,sesto san giovanni,lombardy,italy,45.53329,9.22585,76509,
22003,samara,samara oblast,russia,53.20007,50.15,1134730,
22004,windham,new hampshire,united states,42.80064,-71.30423,13091,Boston-Cambridge-Quincy MA-NH MSA
22005,senador canedo,goias,brazil,-16.70806,-49.09306,61800,
22006,alberton,gauteng,south africa,-26.26786,28.12225,121536,
22007,blida,blida,algeria,36.47004,2.8277,182447,
22009,owensboro,kentucky,united states,37.77422,-87.11333,59042,Owensboro KY MSA
22010,anacortes,washington,united states,48.5126,-122.61267,16403,Mount Vernon-Anacortes WA MSA
22011,xalapa,veracruz,mexico,19.54,-96.9275,525147,
22012,keene,new hampshire,united states,42.93369,-72.27814,23265,NH NONMETROPOLITAN AREA
22013,gosford,new south wales,australia,-33.4244,151.34399,3782,
22014,woodbine,maryland,united states,39.3598,-77.0625,0,Baltimore-Towson MD MSA
22015,seneca,south carolina,united states,34.68566,-82.9532,8279,SC NONMETROPOLITAN AREA
22016,mascouche,quebec,canada,45.74965,-73.59956,34626,
22018,mateur,banzart,tunisia,37.04045,9.66557,31005,
22019,longmont,colorado,united states,40.16721,-105.10193,92088,Boulder CO MSA
22020,aktobe,aqtobe,kazakhstan,50.27969,57.20718,262457,
22022,sevenoaks,england,united kingdom,51.27266,0.18883,29506,
22023,lake jackson,texas,united states,29.03386,-95.43439,27533,Houston-Sugar Land-Baytown TX MSA
22024,parets del valles,catalonia,spain,41.57481,2.23306,17632,
22025,bowmanville,ontario,canada,43.9125,-78.6871,0,
22027,voiron,auvergne rhone alpes,france,45.36471,5.5856,22114,
22028,markdorf,baden wurttemberg,germany,47.71916,9.39028,12486,
22029,groton,connecticut,united states,41.3501,-72.07841,9221,Norwich-New London CT MSA
22030,gorontalo,gorontalo,indonesia,0.5375,123.0625,144195,
22031,north billerica,massachusetts,united states,42.5834,-71.2845,0,Boston-Cambridge-Quincy MA-NH MSA
22032,inglewood,california,united states,33.96168,-118.35313,111666,Los Angeles-Long Beach-Santa Ana CA MSA
22035,kingsburg,california,united states,36.51384,-119.55402,11824,Fresno CA MSA
22036,falkenberg,halland,sweden,56.90552,12.49118,24099,
22038,saratoga springs,new york,united states,43.08313,-73.78457,27765,Albany-Schenectady-Troy NY MSA
22039,athis mons,ile de france,france,48.70522,2.39147,31225,
22040,abington,pennsylvania,united states,40.12067,-75.11795,55310,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
22041,gauting,bavaria,germany,48.06919,11.37703,19216,
22042,fredrikstad,viken,norway,59.2181,10.9298,72760,
22044,wyoming,michigan,united states,42.91336,-85.70531,75275,Grand Rapids-Wyoming MI MSA
22045,ventura,california,united states,34.27834,-119.29317,96769,Oxnard-Thousand Oaks-Ventura CA MSA
22046,holzkirchen,bavaria,germany,49.78139,9.68028,916,
22047,roorkee,uttarakhand,india,29.86632,77.89118,103894,
22048,gig harbor,washington,united states,47.32926,-122.58013,8753,Seattle-Tacoma-Bellevue WA MSA
22049,plainview,new york,united states,40.77649,-73.46735,26217,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
22050,stellenbosch,western cape,south africa,-33.93462,18.86676,94263,
22051,patiala,punjab,india,30.33625,76.3922,329224,
22052,paulista,pernambuco,brazil,-7.94083,-34.87306,289971,
22053,sao jose dos pinhais,parana,brazil,-25.5302,-49.20836,124224,
22054,vina del mar,valparaiso,chile,-33.02457,-71.55183,294551,
22056,tampere,pirkanmaa,finland,61.49911,23.78712,202687,
22057,grunstadt,rheinland pfalz,germany,49.56302,8.16279,13424,
22058,nieuwleusen,overijssel,netherlands,52.5833,6.2833,9190,
22059,cikupa,west java,indonesia,-6.23639,106.50833,174041,
22061,crossville,tennessee,united states,35.94896,-85.0269,11411,TN NONMETROPOLITAN AREA
22062,amherst,virginia,united states,37.58514,-79.05141,2210,Lynchburg VA MSA
22063,teplice,ustecky kraj,czechia,50.6404,13.82451,51223,
22066,minsk,minsk city,belarus,53.9,27.56667,1742124,
22068,ibadan,oyo,nigeria,7.37756,3.90591,3565108,
22070,saint imier,bern,switzerland,47.15284,6.99692,5220,
22071,elmira,new york,united states,42.0898,-76.80773,28213,Elmira NY MSA
22072,rueil malmaison,ile de france,france,48.8765,2.18967,76616,
22073,redding,california,united states,40.58654,-122.39168,91582,Redding CA MSA
22074,goochland,virginia,united states,37.68431,-77.88527,861,Richmond VA MSA
22076,chelyabinsk,chelyabinsk,russia,55.15402,61.42915,1062919,
22077,branson,missouri,united states,36.64367,-93.21851,11431,MO NONMETROPOLITAN AREA
22078,sao caetano do sul,sao paulo,brazil,-23.62306,-46.55111,136453,
22080,newhaven,england,united kingdom,50.79693,0.05545,13222,
22082,peshawar,khyber pakhtunkhwa,pakistan,34.008,71.57849,1218773,
22083,beaumont,texas,united states,30.08605,-94.10185,118129,Beaumont-Port Arthur TX MSA
22085,cuenca,azuay,ecuador,-2.90055,-79.00453,276964,
22086,vanves,ile de france,france,48.82345,2.29025,26068,
22087,barinas,barinas,venezuela,8.62261,-70.20749,353442,
22088,harbin,heilongjiang,china,45.75,126.65,5242897,
22089,bicester,england,united kingdom,51.89998,-1.15357,33846,
22090,granite bay,california,united states,38.76323,-121.16384,20402,Sacramento-Arden-Arcade-Roseville CA MSA
22091,elyria,ohio,united states,41.36838,-82.10765,53775,Cleveland-Elyria-Mentor OH MSA
22092,celina,texas,united states,33.32456,-96.78444,7697,Dallas-Fort Worth-Arlington TX MSA
22093,clinton,connecticut,united states,41.27871,-72.52759,3368,Hartford-West Hartford-East Hartford CT MSA
22095,middleburg,florida,united states,30.06885,-81.86038,13008,Jacksonville FL MSA
22096,saint laurent,quebec,canada,45.50008,-73.66585,77391,
22097,drachten,friesland,netherlands,53.11254,6.0989,44537,
22098,ramsey,new jersey,united states,41.05732,-74.14098,15102,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
22099,slippery rock,pennsylvania,united states,41.06395,-80.05645,3613,Pittsburgh PA MSA
22101,noisy le sec,ile de france,france,48.89148,2.46451,38955,
22102,west jefferson,ohio,united states,39.94478,-83.2688,4279,Columbus OH MSA
22103,saltillo,coahuila,mexico,25.42321,-101.0053,709671,
22104,citrus heights,california,united states,38.70712,-121.28106,87056,Sacramento-Arden-Arcade-Roseville CA MSA
22105,mckees rocks,pennsylvania,united states,40.46562,-80.06561,6010,Pittsburgh PA MSA
22106,prattville,alabama,united states,32.46402,-86.4597,35420,Montgomery AL MSA
22107,englewood,ohio,united states,39.87756,-84.30217,13460,Dayton OH MSA
22108,alliance,nebraska,united states,42.10163,-102.87215,8522,NE NONMETROPOLITAN AREA
22109,cherry hill,new jersey,united states,39.93484,-75.03073,70475,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
22110,los mochis,sinaloa,mexico,25.79302,-108.99808,256613,
22111,amityville,new york,united states,40.67899,-73.41707,9486,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
22112,cassopolis,michigan,united states,41.91171,-86.01001,1729,South Bend-Mishawaka IN-MI MSA
22113,rochefort,nouvelle aquitaine,france,45.94304,-0.96774,29427,
22114,matthews,north carolina,united states,35.11681,-80.72368,30678,Charlotte-Gastonia-Concord NC-SC MSA
22115,sulphur,louisiana,united states,30.23659,-93.37738,20189,Lake Charles LA MSA
22118,sand springs,oklahoma,united states,36.13981,-96.10889,19783,Tulsa OK MSA
22119,general pacheco,buenos aires,argentina,-34.45256,-58.64312,43287,
22120,douai,hauts de france,france,50.37069,3.07922,46531,
22121,starnberg,bavaria,germany,48.00193,11.34416,23086,
22122,fredericton,new brunswick,canada,45.94541,-66.66558,52337,
22124,farmington,new mexico,united states,36.72806,-108.21869,42871,Farmington NM MSA
22125,rosersberg,stockholm,sweden,59.58333,17.88333,1765,
22126,pittsburg,california,united states,38.02798,-121.88468,69424,San Francisco-Oakland-Fremont CA MSA
22128,sukoharjo,jawa timur,indonesia,-7.9852,112.6329,0,
22131,marion,iowa,united states,42.03417,-91.59768,37330,Cedar Rapids IA MSA
22133,aberdeen proving ground,maryland,united states,39.46686,-76.13066,2093,Baltimore-Towson MD MSA
22134,weissach,baden wurttemberg,germany,48.84687,8.92828,7712,
22136,liberty,texas,united states,30.05799,-94.79548,9039,Houston-Sugar Land-Baytown TX MSA
22137,viralimalai,tamil nadu,india,10.6023,78.5471,0,
22138,fort hood,texas,united states,31.13489,-97.77561,29589,Killeen-Temple-Fort Hood TX MSA
22139,valletta,valletta,malta,35.89968,14.5148,6794,
22140,guayama,guayama,puerto rico,17.98413,-66.11378,21575,
22141,gifhorn,lower saxony,germany,52.47774,10.5511,43000,
22142,gardanne,provence alpes cote d azur,france,43.45491,5.46913,21140,
22144,fort riley,kansas,united states,39.1111,-96.8138,6368,Manhattan KS MSA
22145,gorakhpur,haryana,india,29.44768,75.67206,1324570,
22146,oaks,pennsylvania,united states,40.1318,-75.4596,0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
22147,gustavo a madero,tamaulipas,mexico,22.8694,-98.75886,108,
22148,mijas,andalusia,spain,36.59575,-4.63728,73787,
22149,vevey,vaud,switzerland,46.46299,6.84345,15812,
22150,fairfield,connecticut,united states,41.14121,-73.26373,59052,Bridgeport-Stamford-Norwalk CT MSA
22152,les andelys,normandy,france,49.24557,1.41168,9655,
22154,tegal,central java,indonesia,-6.8694,109.1402,237084,
22155,chambery,auvergne rhone alpes,france,45.56628,5.92079,61640,
22156,yarmouth,maine,united states,43.80064,-70.18672,5869,Portland-South Portland-Biddeford ME MSA
22157,sindelfingen,baden wurttemberg,germany,48.7,9.01667,61311,
22158,badulla,uva,sri lanka,6.9802,81.0577,47587,
22162,alba,piedmont,italy,44.6999,8.0347,24923,
22163,eaton,ohio,united states,39.74394,-84.63662,8217,Dayton OH MSA
22165,estado de mexico,mexico,mexico,19.36667,-99.66667,16618929,
22166,le haillan,nouvelle aquitaine,france,44.87161,-0.67691,8880,
22167,imperia,liguria,italy,43.88917,8.03933,38675,
22168,agoura hills,california,united states,34.13639,-118.77453,20915,Los Angeles-Long Beach-Santa Ana CA MSA
22169,port chester,new york,united states,41.00176,-73.66568,29620,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
22173,igualada,catalonia,spain,41.58098,1.6172,38918,
22174,seffner,florida,united states,27.98363,-82.27565,7579,Tampa-St. Petersburg-Clearwater FL
22175,sangolqui,pichincha,ecuador,-0.33405,-78.45217,5114,
22176,telford,england,united kingdom,52.67659,-2.44926,147980,
22177,haiger,hesse,germany,50.74162,8.20778,20218,
22178,caesarea,haifa,israel,32.51888,34.90459,5343,
22179,tyler,texas,united states,32.35126,-95.30106,103700,Tyler TX MSA
22180,greenwich,connecticut,united states,41.02649,-73.62846,12942,Bridgeport-Stamford-Norwalk CT MSA
22181,trussville,alabama,united states,33.61983,-86.60888,21023,Birmingham-Hoover AL MSA
22182,sankt gallen,saint gallen,switzerland,47.42391,9.37477,70572,
22183,royaume,wallonia,belgium,50.6167,3.5,0,
22184,dartmouth,nova scotia,canada,44.67134,-63.57719,101343,
22185,ludlow,england,united kingdom,52.37431,-2.71311,10515,
22186,gardner,kansas,united states,38.81084,-94.92719,20868,Kansas City MO-KS MSA
22187,panama city beach,florida,united states,30.17659,-85.80549,12624,Panama City-Lynn Haven FL MSA
22188,nurtingen,baden wurttemberg,germany,48.62565,9.34203,40210,
22189,fagernes,innlandet,norway,60.98584,9.23236,1788,
22190,sint niklaas,flanders,belgium,51.16509,4.1437,69010,
22191,little canada,minnesota,united states,45.02691,-93.08772,10319,
22192,manchester,michigan,united states,42.15032,-84.03772,2143,Ann Arbor MI MSA
22194,stafford,england,united kingdom,52.80521,-2.11636,69217,
22195,jinhua,zhejiang,china,29.10678,119.64421,1463990,
22196,hightstown,new jersey,united states,40.26955,-74.52321,5517,Trenton-Ewing NJ MSA
22197,holguin,holguin,cuba,20.88722,-76.26306,319102,
22198,norristown,pennsylvania,united states,40.1215,-75.3399,34412,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA
22199,bagalkot,karnataka,india,16.18673,75.69614,97269,
22200,simi valley,california,united states,34.26945,-118.78148,126788,Oxnard-Thousand Oaks-Ventura CA MSA
22201,wood dale,illinois,united states,41.96336,-87.97896,13917,Chicago-Naperville-Joliet IL-IN-WI MSA
22203,cikarang,west java,indonesia,-6.26111,107.15278,106479,
22205,norwalk,ohio,united states,41.24255,-82.61573,16827,Los Angeles-Long Beach-Santa Ana CA MSA
22207,elmhurst,new york,united states,40.73649,-73.87791,113364,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
22208,reggio emilia,emilia romagna,italy,44.7,10.6333,171944,
22210,satara,maharashtra,india,17.68589,73.99333,112793,
22211,midlands,plaines wilhems,mauritius,-20.31907,57.57016,4546,
22212,ketchikan,alaska,united states,55.3418,-131.64757,8197,AK NONMETROPOLITAN AREA
22213,arezzo,tuscany,italy,43.46276,11.88068,76346,
22214,westmount,quebec,canada,45.48341,-73.59918,20494,
22215,itumbiara,goias,brazil,-18.41917,-49.21528,79582,
22216,milford,connecticut,united states,41.22232,-73.0565,52759,New Haven-Milford CT MSA
22217,obernai,grand est,france,48.46313,7.481,12138,
22218,bartlesville,oklahoma,united states,36.74731,-95.98082,36595,OK NONMETROPOLITAN AREA
22219,broadview heights,ohio,united states,41.31394,-81.68513,19229,Cleveland-Elyria-Mentor OH MSA
22221,badalona,catalonia,spain,41.45004,2.24741,219547,
22222,papillion,nebraska,united states,41.15444,-96.04224,19510,Omaha-Council Bluffs NE-IA MSA
22223,kandy,central,sri lanka,7.2906,80.6336,111701,
22224,lavras,minas gerais,brazil,-21.24528,-44.99972,81472,
22225,chico,california,united states,39.72849,-121.83748,121345,Chico CA MSA
22226,anderstorp,jonkoping,sweden,57.28333,13.63333,5076,
22227,viseu,viseu,portugal,40.66101,-7.90971,26364,
22229,youngsville,louisiana,united states,30.09965,-91.99012,11961,Lafayette LA MSA
22231,nashik,maharashtra,india,19.99727,73.79096,1289497,
22232,latacunga,cotopaxi,ecuador,-0.93521,-78.61554,51717,
22233,okeechobee,florida,united states,27.24393,-80.82978,5608,FL NONMETROPOLITAN AREA
22235,chigwell,england,united kingdom,51.61999,0.07596,10354,
22236,windsor locks,connecticut,united states,41.92926,-72.62731,12498,Hartford-West Hartford-East Hartford CT MSA
22237,halwan,cairo,egypt,29.84144,31.30084,230000,
22238,loveland,colorado,united states,40.39776,-105.07498,75182,Fort Collins-Loveland CO MSA
22239,albion,michigan,united states,42.2431,-84.75303,8229,Battle Creek MI MSA
22243,haninge,stockholm,sweden,59.16775,18.14478,74968,
22244,grayslake,illinois,united states,42.34447,-88.04175,20915,Chicago-Naperville-Joliet IL-IN-WI MSA
22245,maryville,tennessee,united states,35.75647,-83.97046,28464,Knoxville TN MSA
22247,prospect,kentucky,united states,38.34507,-85.61552,4881,Louisville/Jefferson County KY-IN MSA
22248,rajapalaiyam,tamil nadu,india,9.45296,77.55335,124168,
22249,białystok,podlasie,poland,53.13333,23.16433,291855,
22250,springfield,oregon,united states,44.04624,-123.02203,60870,Eugene-Springfield OR MSA
22251,baddi,himachal pradesh,india,30.95783,76.79136,22592,
22253,urbana,ohio,united states,40.10839,-83.75243,11547,OH NONMETROPOLITAN AREA
22254,seyssinet pariset,auvergne rhone alpes,france,45.17675,5.69387,13473,
22255,marilia,sao paulo,brazil,-22.21389,-49.94583,212218,
22256,ciudad obregon,sonora,mexico,27.48642,-109.94083,298625,
22257,aschaffenburg,bavaria,germany,49.97704,9.15214,68551,
22258,cordeiropolis,sao paulo,brazil,-22.48194,-47.45667,25630,
22259,reedley,california,united states,36.59634,-119.4504,25569,Fresno CA MSA
22260,mykolayiv,mykolayiv oblast,ukraine,46.97625,31.99296,483186,
22261,harderwijk,gelderland,netherlands,52.34167,5.62083,40516,
22262,lithia,florida,united states,27.8503,-82.1748,0,Tampa-St. Petersburg-Clearwater FL
22263,selma,california,united states,36.57078,-119.61208,24414,Fresno CA MSA
22264,saugerties,new york,united states,42.07759,-73.95291,3903,Kingston NY MSA
22265,palencia,castille and leon,spain,42.00955,-4.52406,82651,
22266,vianen,utrecht,netherlands,51.9925,5.09167,19931,
22267,pass christian,mississippi,united states,30.31575,-89.24754,5498,Gulfport-Biloxi MS MSA
22268,point pleasant beach,new jersey,united states,40.09123,-74.04791,4552,New York-Northern New Jersey-Long Island NY-NJ-PA MSA
