city,state,country,latitude,longitude,population
collingswood,new jersey,united states,39.91817,-75.07128,14000
hudson,new hampshire,united states,42.76481,-71.43979,7336
wadsworth,ohio,united states,41.02561,-81.72985,21860
palmerton,pennsylvania,united states,40.8014,-75.6119,5305
sonoma,california,united states,38.29186,-122.45804,11037
bissau,bissau,guinea bissau,11.86357,-15.59767,388028
wolvega,friesland,netherlands,52.87545,5.99691,12730
greenwood,mississippi,united states,33.51623,-90.17953,15431
cadillac,michigan,united states,44.25195,-85.40116,10373
mers les bains,hauts de france,france,50.06538,1.3881,3487
cabestany,occitanie,france,42.68141,2.9409,9103
riviere du rempart,riviere du rempart,mauritius,-20.10306,57.68472,11675
gaggenau,baden wurttemberg,germany,48.8,8.33333,29496
cortina d ampezzo,veneto,italy,46.5369,12.13903,5423
rio brilhante,mato grosso do sul,brazil,-21.80194,-54.54639,18837
curvelo,minas gerais,brazil,-18.75639,-44.43083,63954
la grange,illinois,united states,41.80503,-87.86923,15723
palleja,catalonia,spain,41.42394,1.99505,11134
channahon,illinois,united states,41.42948,-88.22867,12594
cambria,california,united states,35.56414,-121.08075,6032
ubeda,andalusia,spain,38.01328,-3.3705,35649
roeselare,flanders,belgium,50.94653,3.12269,56016
parkville,victoria,australia,-37.78333,144.95,9188
hot springs national park,arkansas,united states,34.5317,-93.06377,35193
piraju,sao paulo,brazil,-23.19361,-49.38389,25270
cedarhurst,new york,united states,40.62288,-73.7243,6682
kragerø,vestfold og telemark,norway,58.8693,9.41494,5158
kaukauna,wisconsin,united states,44.27804,-88.27205,15854
hohenfels,bavaria,germany,49.20397,11.84841,2156
mauldin,south carolina,united states,34.77873,-82.31012,25135
calabar,cross river,nigeria,4.95893,8.32695,461796
brawijaya,jawa timur,indonesia,-8.2353,114.3561,0
brooklyn,michigan,united states,42.10587,-84.24828,1198
skillingaryd,jonkoping,sweden,57.43044,14.09383,3965
solothurn,solothurn,switzerland,47.20791,7.53714,14853
dollard des ormeaux,quebec,canada,45.49452,-73.82419,48930
nokomis,florida,united states,27.11922,-82.44426,3167
trenton,michigan,united states,42.13949,-83.17826,18380
menomonie,wisconsin,united states,44.87552,-91.91934,16305
melrose,scotland,united kingdom,55.59969,-2.7277,2340
heroica matamoros,tamaulipas,mexico,25.87972,-97.50417,449815
holborn,england,united kingdom,51.51753,-0.12045,13023
holland,ohio,united states,41.62172,-83.7116,1699
villarreal,extremadura,spain,38.7258,-7.2136,0
linas,ile de france,france,48.63041,2.26266,6050
giessen,hesse,germany,50.5833,8.6667,88546
chittenango,new york,united states,43.04507,-75.86658,4891
travelers rest,south carolina,united states,34.96762,-82.44345,4994
benson,arizona,united states,31.96786,-110.29452,4888
rothrist,aargau,switzerland,47.30508,7.89196,7423
ile ife,osun,nigeria,7.4667,4.5667,501952
halle neustadt,saxony anhalt,germany,51.47924,11.91605,44515
oaxaca,oaxaca,mexico,17.06542,-96.72365,255029
hippolytushoef,north holland,netherlands,52.9075,4.9625,4800
neptune,new jersey,united states,40.2105,-74.0539,27563
machakos,machakos,kenya,-1.52233,37.26521,31971
marysville,ohio,united states,40.23645,-83.36714,22817
giron,santander,colombia,7.0682,-73.16981,108466
signal hill,california,united states,33.80446,-118.16785,11565
hastings,england,united kingdom,50.85519,0.57292,133422
a pobra do caraminal,galicia,spain,42.60295,-8.93824,9440
burhanpur,madhya pradesh,india,21.30868,76.23026,202695
ourense,galicia,spain,42.33669,-7.86407,107742
mazar e sharif,balkh,afghanistan,36.70904,67.11087,523300
scarsdale,new york,united states,41.0051,-73.78458,17885
alice springs,northern territory,australia,-23.69748,133.88362,25186
essex,maryland,united states,39.30927,-76.47496,39262
joao pinheiro,minas gerais,brazil,-17.7425,-46.1725,28080
cozumel,quintana roo,mexico,20.50038,-86.94272,77236
jitra,kedah,malaysia,6.26812,100.42167,63489
llanelli,wales,united kingdom,51.68195,-4.16191,49591
vetlanda,jonkoping,sweden,57.42887,15.07762,13430
eppelheim,baden wurttemberg,germany,49.4019,8.63644,14190
florence,oregon,united states,43.98262,-124.09984,8649
baner,jammu and kashmir,india,32.4955,75.2572,0
pleasant hill,california,united states,37.94798,-122.0608,34810
murfreesboro,north carolina,united states,36.44238,-77.09858,3002
schweinfurt,bavaria,germany,50.04937,10.22175,54012
xingtai,hebei,china,37.06306,114.49417,798770
tierra amarilla,atacama,chile,-27.4667,-70.2667,12888
mamaroneck,new york,united states,40.94871,-73.73263,19375
bretteville sur odon,normandy,france,49.16627,-0.41662,4320
bozen,dolnoslaskie,poland,51.3833,16.6333,0
torrelavega,cantabria,spain,43.34943,-4.04785,55297
litchfield,connecticut,united states,41.74732,-73.18872,1215
waterville,ohio,united states,41.50089,-83.71827,5514
colonia juarez,mexico,mexico,19.2855,-99.46652,1300
ashford,england,united kingdom,51.14648,0.87376,62787
milford,michigan,united states,42.59364,-83.59939,6472
fagersta,vastmanland,sweden,60.00418,15.79316,11936
lossiemouth,scotland,united kingdom,57.72136,-3.28341,7620
irapuato,guanajuato,mexico,20.67675,-101.35628,380941
kungshamn,vastra gotaland,sweden,58.36305,11.25938,3657
bellevue,ohio,united states,41.27366,-82.84158,8005
qina,qena,egypt,26.16418,32.72671,252883
parobe,rio grande do sul,brazil,-29.62861,-50.83472,48559
jhelum,punjab,pakistan,32.93448,73.73102,145000
carshalton,england,united kingdom,51.36829,-0.16755,45525
schiltigheim,grand est,france,48.60749,7.74931,32289
cikampek,west java,indonesia,-6.41972,107.45583,145620
potsdam,new york,united states,44.66978,-74.98131,9688
blair,nebraska,united states,41.54444,-96.12502,7975
barrington,new hampshire,united states,43.22286,-71.04701,8417
hurricane,utah,united states,37.17526,-113.28995,15501
sopo,cundinamarca,colombia,4.9075,-73.9384,8396
chertsey,england,united kingdom,51.38812,-0.50782,10553
youngwood,pennsylvania,united states,40.24035,-79.57671,2956
north highlands,california,united states,38.68574,-121.37217,42694
driffield,england,united kingdom,54.00613,-0.44495,13080
bettembourg,esch sur alzette,luxembourg,49.51861,6.10278,7437
herveld,gelderland,netherlands,51.90583,5.75417,415
cavalaire sur mer,provence alpes cote d azur,france,43.17261,6.52959,5670
york,south carolina,united states,34.9943,-81.24202,8009
east ham,newham,united kingdom,51.5323,0.0554,76186
pachuca de soto,hidalgo,mexico,20.11697,-98.73329,256584
rahim yar khan,punjab,pakistan,28.41987,70.30345,788915
mafra,lisbon,portugal,38.93793,-9.32756,12259
vimmerby,kalmar,sweden,57.66588,15.85515,8037
tirupati,andhra pradesh,india,13.63551,79.41989,250821
beaupreau,pays de la loire,france,47.20214,-0.99471,6932
lee,massachusetts,united states,42.30425,-73.24816,2051
center,mississippi,united states,34.4659,-88.927,0
as sulaymaniyah,sulaymaniyah,iraq,35.56496,45.4329,723170
larchmont,new york,united states,40.92788,-73.7518,6132
frankenmuth,michigan,united states,43.33169,-83.73802,5025
tiraspol,transnistria,moldova,46.84274,29.62909,157000
zdar nad sazavou,vysocina,czechia,49.56263,15.93924,20847
urumqi,xinjiang,china,43.80096,87.60046,3029372
lokoja,kogi,nigeria,7.79688,6.74048,60579
middletown,rhode island,united states,41.54566,-71.29144,17303
chengalpattu,tamil nadu,india,12.69184,79.97661,65689
benidorm,valencia,spain,38.53816,-0.13098,71034
haywards heath,england,united kingdom,50.99769,-0.10313,33845
havant,england,united kingdom,50.8567,-0.98559,45574
santa catarina,nuevo leon,mexico,25.67325,-100.45813,268347
laurens,south carolina,united states,34.49901,-82.01426,9166
south burlington,vermont,united states,44.46699,-73.17096,18791
texas city,texas,united states,29.38385,-94.9027,47618
collinsville,illinois,united states,38.67033,-89.98455,24754
payyannur,kerala,india,12.0935,75.20249,70069
vitrolles,provence alpes cote d azur,france,44.43503,5.94899,148
zalaegerszeg,zala,hungary,46.84,16.84389,61898
knittlingen,baden wurttemberg,germany,49.02487,8.75606,7454
corsicana,texas,united states,32.09543,-96.46887,23952
guadalupe,nuevo leon,mexico,24.89396,-99.47115,1367
greenbelt,maryland,united states,39.00455,-76.87553,24272
alegria,caraga,philippines,9.46694,125.57722,5891
cinisello balsamo,lombardy,italy,45.55823,9.21495,71109
petawawa,ontario,canada,45.89452,-77.28007,17187
sylva,north carolina,united states,35.37371,-83.22598,2617
pacifica,california,united states,37.61383,-122.48692,39260
leh,ladakh,india,34.16504,77.58402,37475
neuruppin,brandenburg,germany,52.92815,12.80311,31901
olds,alberta,canada,51.78341,-114.10199,8944
kaithal,haryana,india,29.80153,76.39959,140604
volos,thessaly,greece,39.36103,22.94248,86048
sintra,lisboa,portugal,38.7974,-9.3904,377835
lujan de cuyo,mendoza,argentina,-33.0355,-68.8778,0
ried im innkreis,upper austria,austria,48.21123,13.48855,11903
chicureo abajo,santiago metropolitan,chile,-33.28379,-70.65333,18000
vesoul,bourgogne franche comte,france,47.62604,6.14251,19892
arapongas,parana,brazil,-23.41944,-51.42444,97512
satellite beach,florida,united states,28.17612,-80.59005,10633
hoogezand,groningen,netherlands,53.16167,6.76111,21480
lynden,washington,united states,48.9465,-122.45211,13517
yelm,washington,united states,46.94204,-122.60596,8434
mariestad,vastra gotaland,sweden,58.70971,13.82367,16122
burwood,new south wales,australia,-33.88333,151.1,15935
angol,araucania,chile,-37.79519,-72.71636,44856
hampstead,north carolina,united states,34.36767,-77.71053,4083
zell am see,salzburg,austria,47.32306,12.79839,7619
frejus,provence alpes cote d azur,france,43.43325,6.73555,53098
west bridgford,england,united kingdom,52.92979,-1.12537,48314
joshua tree,california,united states,34.13473,-116.31307,7414
birkirkara,birkirkara,malta,35.89722,14.46111,21676
norwich,connecticut,united states,41.52426,-72.07591,39899
exincourt,bourgogne franche comte,france,47.49465,6.83169,3452
manahawkin,new jersey,united states,39.6954,-74.25875,2303
calumet,michigan,united states,47.24659,-88.45401,703
annecy le vieux,auvergne rhone alpes,france,45.91971,6.14393,21521
leibnitz,styria,austria,46.78161,15.53836,8533
garmisch partenkirchen,bavaria,germany,47.49209,11.09576,26022
kingston,kingston,jamaica,17.96667,-76.8,90822
kecskemet,bacs kiskun,hungary,46.90618,19.69128,109847
leavenworth,kansas,united states,39.31111,-94.92246,35980
varberg,halland,sweden,57.10557,12.25078,34248
wharton,new jersey,united states,40.89315,-74.58183,6613
mill hill,barnet,united kingdom,51.62,-0.23,18451
scheemda,groningen,netherlands,53.17333,6.97222,2395
nacka,stockholm,sweden,59.31053,18.16372,25170
fleet,england,united kingdom,52.79321,0.05854,2136
knivsta,uppsala,sweden,59.72564,17.78753,7977
buckley,washington,united states,47.16316,-122.02678,4550
bornem,flanders,belgium,51.09716,4.24364,19997
aldergrove,british columbia,canada,49.05801,-122.47087,12363
shirpur,maharashtra,india,21.34821,74.88035,69540
nuenen,north brabant,netherlands,51.47,5.55278,23223
croissy beaubourg,ile de france,france,48.8283,2.66964,2135
francistown,city of francistown,botswana,-21.17,27.50778,89979
monroe,new york,united states,41.33065,-74.18681,8632
monroeville,pennsylvania,united states,40.42118,-79.7881,28176
isfahan,isfahan,iran,32.65246,51.67462,1547164
bischheim,grand est,france,48.61612,7.75343,17434
laie,hawaii,united states,21.6443,-157.928,5704
islandia,new york,united states,40.80426,-73.169,3382
geldrop,north brabant,netherlands,51.42167,5.55972,27900
cumberland,rhode island,united states,41.96677,-71.43284,34843
mercer island,washington,united states,47.57065,-122.22207,25042
sherborn,massachusetts,united states,42.23899,-71.36978,4273
pindamonhangaba,sao paulo,brazil,-22.92389,-45.46167,132218
raichur,karnataka,india,16.20546,77.35567,225962
falaise,normandy,france,48.89217,-0.19527,9107
munsbach,luxembourg,luxembourg,49.63277,6.26459,585
nowra,new south wales,australia,-34.88422,150.60036,9598
vialonga,lisbon,portugal,38.87206,-9.07805,16088
rosny sous bois,ile de france,france,48.87017,2.4991,41627
portimao,faro,portugal,37.13856,-8.53775,38487
scotch plains,new jersey,united states,40.65538,-74.38987,23584
schererville,indiana,united states,41.47892,-87.45476,28791
ennis,munster,ireland,52.84361,-8.98639,24427
imphal,manipur,india,24.80805,93.9442,223523
visconde do rio branco,minas gerais,brazil,-21.01028,-42.84056,29009
granby,colorado,united states,40.0861,-105.93946,1877
la mesa,cundinamarca,colombia,5.26667,-73.91667,26699
yamagata,yamagata,japan,38.23333,140.36667,254538
albertville,auvergne rhone alpes,france,45.67452,6.39061,19113
hartville,ohio,united states,40.96367,-81.33122,2968
sempach,lucerne,switzerland,47.13577,8.19149,3754
harleysville,pennsylvania,united states,40.27955,-75.38712,9286
alto parana,parana,brazil,-23.12889,-52.31889,10888
niles,michigan,united states,41.82977,-86.25418,11333
kendari,southeast sulawesi,indonesia,-3.9778,122.51507,195006
chicago ridge,illinois,united states,41.70142,-87.77922,14373
elancourt,ile de france,france,48.78421,1.9552,30831
medford,new jersey,united states,39.8639,-74.8231,23312
apizaco,tlaxcala,mexico,19.41333,-98.14358,49506
khammam,telangana,india,17.24767,80.14368,170503
banha,qalyubia,egypt,30.45977,31.1842,182254
red lion,pennsylvania,united states,39.90093,-76.6058,6321
inver grove heights,minnesota,united states,44.84802,-93.04272,34857
manouba,manouba,tunisia,36.81006,10.09557,24948
werribee south,victoria,australia,-37.9475,144.71667,1788
chavanod,auvergne rhone alpes,france,45.89005,6.03928,2226
leonardtown,maryland,united states,38.29124,-76.63579,3633
franklin park,illinois,united states,41.93531,-87.86562,18312
longview,washington,united states,46.13817,-122.93817,36848
barendrecht,south holland,netherlands,51.85667,4.53472,38672
sofia,sofia capital,bulgaria,42.69751,23.32415,1152556
oak island,north carolina,united states,33.91656,-78.16111,7507
oyonnax,auvergne rhone alpes,france,46.25917,5.65727,25697
zwijndrecht,south holland,netherlands,51.8175,4.63333,45696
laurel,mississippi,united states,31.69405,-89.13061,18837
alvin,texas,united states,29.42385,-95.2441,25791
greencastle,indiana,united states,39.64449,-86.86473,10401
tasikmalaya,west java,indonesia,-7.3274,108.2207,271143
sulzbach,saarland,germany,49.29882,7.05696,18364
portage la prairie,manitoba,canada,49.97282,-98.29263,13304
ramla,central district,israel,31.92923,34.86563,63860
nederweert,limburg,netherlands,51.28583,5.74861,7205
herne bay,england,united kingdom,51.373,1.12857,36642
imatra,south karelia,finland,61.17185,28.75242,29615
schnecksville,pennsylvania,united states,40.67514,-75.62044,2935
converse,texas,united states,29.51801,-98.31612,21987
xanxere,santa catarina,brazil,-26.87694,-52.40417,32957
noordwijkerhout,south holland,netherlands,52.26167,4.49306,11875
pompeia,sao paulo,brazil,-22.10861,-50.17167,18015
hampstead,camden,united kingdom,51.5541,-0.1744,0
nashville,indiana,united states,39.20727,-86.2511,1077
anzio,lazio,italy,41.45263,12.62157,45403
farum,capital region,denmark,55.80858,12.36066,18376
east fishkill,new york,united states,41.5567,-73.7824,29299
tlaxcala,tlaxcala,mexico,19.31905,-98.19982,84670
hoogerheide,north brabant,netherlands,51.42417,4.325,5810
clarendon hills,illinois,united states,41.79753,-87.95478,8676
gorzow wielkopolski,lubusz,poland,52.73679,15.22878,124430
duncan,british columbia,canada,48.78293,-123.70266,22199
hamont,flanders,belgium,51.25332,5.54732,9001
brookhaven,mississippi,united states,31.57906,-90.44065,12414
buenos,texas,united states,33.2993,-101.4876,0
urun islampur,maharashtra,india,17.05,74.2667,0
pointe a pitre,guadeloupe,guadeloupe,16.24125,-61.53614,18264
adelanto,california,united states,34.58277,-117.40922,33166
luneville,grand est,france,48.59273,6.49383,21582
clayton,bradford,united kingdom,53.782,-1.8135,16982
vientiane,vientiane prefecture,laos,17.96667,102.6,196731
farmingdale,new jersey,united states,40.1965,-74.16848,1306
votuporanga,sao paulo,brazil,-20.42278,-49.97278,69863
new philadelphia,ohio,united states,40.48979,-81.44567,17484
la grande,oregon,united states,45.32458,-118.08772,13074
paulinia,sao paulo,brazil,-22.76111,-47.15417,65595
vashi,maharashtra,india,18.7501,73.0419,0
purwokerto,central java,indonesia,-7.42139,109.23444,217222
bridgeview,illinois,united states,41.75003,-87.80422,16407
ouddorp,south holland,netherlands,51.81167,3.93472,5930
douglassville,pennsylvania,united states,40.25787,-75.7263,448
